time,lon,lat,ssrd (J/m²)
2016-09-10,121.5,24.25,12776301
2016-09-10,121.75,24.25,13269357
2016-09-10,122.0,24.25,14010733
2016-09-10,122.25,24.25,14663021
2016-09-10,122.5,24.25,14981997
2016-09-10,122.75,24.25,15048045
2016-09-10,123.0,24.25,15068013
2016-09-10,119.0,24.0,15894381
2016-09-10,119.25,24.0,15713133
2016-09-10,119.5,24.0,15801709
2016-09-10,119.75,24.0,16069997
2016-09-10,120.0,24.0,16211821
2016-09-10,120.25,24.0,15439213
2016-09-10,120.5,24.0,14741357
2016-09-10,120.75,24.0,13971821
2016-09-10,121.0,24.0,13262189
2016-09-10,121.25,24.0,12869485
2016-09-10,121.5,24.0,12969325
2016-09-10,121.75,24.0,13297517
2016-09-10,122.0,24.0,13939565
2016-09-10,122.25,24.0,14478701
2016-09-10,122.5,24.0,14785901
2016-09-10,122.75,24.0,14913901
2016-09-10,123.0,24.0,14977901
2016-09-10,119.0,23.75,16031597
2016-09-10,119.25,23.75,15914861
2016-09-10,119.5,23.75,16041837
2016-09-10,119.75,23.75,16292717
2016-09-10,120.0,23.75,16339309
2016-09-10,120.25,23.75,15461229
2016-09-10,120.5,23.75,14355821
2016-09-10,120.75,23.75,13340013
2016-09-10,121.0,23.75,12701549
2016-09-10,121.25,23.75,12589933
2016-09-10,121.5,23.75,12856173
2016-09-10,121.75,23.75,13229933
2016-09-10,122.0,23.75,13811053
2016-09-10,122.25,23.75,14329709
2016-09-10,122.5,23.75,14677357
2016-09-10,122.75,23.75,14871917
2016-09-10,123.0,23.75,15020909
2016-09-10,119.0,23.5,16152941
2016-09-10,119.25,23.5,16104301
2016-09-10,119.5,23.5,16228717
2016-09-10,119.75,23.5,16402797
2016-09-10,120.0,23.5,16291181
2016-09-10,120.25,23.5,15353709
2016-09-10,120.5,23.5,14069613
2016-09-10,120.75,23.5,12935021
2016-09-10,121.0,23.5,12387693
2016-09-10,121.25,23.5,12577645
2016-09-10,121.5,23.5,12835693
2016-09-10,121.75,23.5,13300077
2016-09-10,122.0,23.5,13784429
2016-09-10,122.25,23.5,14240621
2016-09-10,122.5,23.5,14596973
2016-09-10,122.75,23.5,14865773
2016-09-10,123.0,23.5,15129453
2016-09-10,119.0,23.25,16312685
2016-09-10,119.25,23.25,16281453
2016-09-10,119.5,23.25,16349549
2016-09-10,119.75,23.25,16213357
2016-09-10,120.0,23.25,15906157
2016-09-10,120.25,23.25,15130989
2016-09-10,120.5,23.25,14009709
2016-09-10,120.75,23.25,12980077
2016-09-10,121.0,23.25,12726637
2016-09-10,121.25,23.25,13032813
2016-09-10,121.5,23.25,13281645
2016-09-10,121.75,23.25,13674861
2016-09-10,122.0,23.25,14002541
2016-09-10,122.25,23.25,14177645
2016-09-10,122.5,23.25,14475629
2016-09-10,122.75,23.25,14883181
2016-09-10,123.0,23.25,15258477
2016-09-10,119.0,23.0,16489325
2016-09-10,119.25,23.0,16444781
2016-09-10,119.5,23.0,16277357
2016-09-10,119.75,23.0,16044397
2016-09-10,120.0,23.0,15501677
2016-09-10,120.25,23.0,14988653
2016-09-10,120.5,23.0,14069101
2016-09-10,120.75,23.0,13492077
2016-09-10,121.0,23.0,13274989
2016-09-10,121.25,23.0,13511533
2016-09-10,121.5,23.0,13855085
2016-09-10,121.75,23.0,14174573
2016-09-10,122.0,23.0,14153069
2016-09-10,122.25,23.0,14285677
2016-09-10,122.5,23.0,14437741
2016-09-10,122.75,23.0,14869869
2016-09-10,123.0,23.0,15380845
2016-09-10,119.0,22.75,16496493
2016-09-10,119.25,22.75,16473965
2016-09-10,119.5,22.75,16327533
2016-09-10,119.75,22.75,15975277
2016-09-10,120.0,22.75,15452525
2016-09-10,120.25,22.75,15115117
2016-09-10,120.5,22.75,14735213
2016-09-10,120.75,22.75,14223725
2016-09-10,121.0,22.75,13874541
2016-09-10,121.25,22.75,14011757
2016-09-10,121.5,22.75,14363501
2016-09-10,121.75,22.75,14548333
2016-09-10,122.0,22.75,14448493
2016-09-10,122.25,22.75,14334829
2016-09-10,122.5,22.75,14471533
2016-09-10,122.75,22.75,14925677
2016-09-10,123.0,22.75,15432045
2016-09-10,119.0,22.5,16405357
2016-09-10,119.25,22.5,16465773
2016-09-10,119.5,22.5,16334701
2016-09-10,119.75,22.5,16178541
2016-09-10,120.0,22.5,15790445
2016-09-10,120.25,22.5,15544173
2016-09-10,120.5,22.5,15287149
2016-09-10,120.75,22.5,14937453
2016-09-10,121.0,22.5,14718317
2016-09-10,121.25,22.5,14665581
2016-09-10,121.5,22.5,14749037
2016-09-10,121.75,22.5,14781805
2016-09-10,122.0,22.5,14639469
2016-09-10,122.25,22.5,14550893
2016-09-10,122.5,22.5,14678381
2016-09-10,122.75,22.5,14976365
2016-09-10,123.0,22.5,15424365
2016-09-10,119.0,22.25,16256365
2016-09-10,119.25,22.25,16320365
2016-09-10,119.5,22.25,16441197
2016-09-10,119.75,22.25,16354157
2016-09-10,120.0,22.25,16274797
2016-09-10,120.25,22.25,16147309
2016-09-10,120.5,22.25,15894893
2016-09-10,120.75,22.25,15687021
2016-09-10,121.0,22.25,15477613
2016-09-10,121.25,22.25,15147373
2016-09-10,121.5,22.25,15050093
2016-09-10,121.75,22.25,14923117
2016-09-10,122.0,22.25,14799213
2016-09-10,122.25,22.25,14724973
2016-09-10,122.5,22.25,14821741
2016-09-10,122.75,22.25,15103853
2016-09-10,123.0,22.25,15381869
2016-09-10,119.0,22.0,16060781
2016-09-10,119.25,22.0,16212333
2016-09-10,119.5,22.0,16354157
2016-09-10,119.75,22.0,16508269
2016-09-10,120.0,22.0,16601453
2016-09-10,120.25,22.0,16586093
2016-09-10,120.5,22.0,16424301
2016-09-10,120.75,22.0,16180589
2016-09-10,121.0,22.0,15876973
2016-09-10,121.25,22.0,15537005
2016-09-10,121.5,22.0,15222637
2016-09-10,121.75,22.0,14997869
2016-09-10,122.0,22.0,14911341
2016-09-10,122.25,22.0,14922605
2016-09-10,122.5,22.0,15013741
2016-09-10,122.75,22.0,15154541
2016-09-10,123.0,22.0,15366509
2016-09-10,119.0,21.75,15894381
2016-09-10,119.25,21.75,16068461
2016-09-10,119.5,21.75,16264557
2016-09-10,119.75,21.75,16451437
2016-09-10,120.0,21.75,16589165
2016-09-10,120.25,21.75,16594285
2016-09-10,120.5,21.75,16419693
2016-09-10,120.75,21.75,16150893
2016-09-10,121.0,21.75,15845741
2016-09-10,121.25,21.75,15553901
2016-09-10,121.5,21.75,15265133
2016-09-10,121.75,21.75,15070061
2016-09-10,122.0,21.75,15015789
2016-09-10,122.25,21.75,15030125
2016-09-10,122.5,21.75,15099757
2016-09-10,122.75,21.75,15221613
2016-09-10,123.0,21.75,15366509
2016-09-10,119.0,21.5,15778669
2016-09-10,119.25,21.5,15956845
2016-09-10,119.5,21.5,16154989
2016-09-10,119.75,21.5,16331117
2016-09-10,120.0,21.5,16449901
2016-09-10,120.25,21.5,16430957
2016-09-10,120.5,21.5,16224621
2016-09-10,120.75,21.5,15940461
2016-09-10,121.0,21.5,15662445
2016-09-10,121.25,21.5,15434093
2016-09-10,121.5,21.5,15257453
2016-09-10,121.75,21.5,15141229
2016-09-10,122.0,21.5,15095661
2016-09-10,122.25,21.5,15100781
2016-09-10,122.5,21.5,15156589
2016-09-10,122.75,21.5,15254381
2016-09-10,123.0,21.5,15371117
2016-09-10,119.0,21.25,15881581
2016-09-10,119.25,21.25,15968109
2016-09-10,119.5,21.25,16093549
2016-09-10,119.75,21.25,16182125
2016-09-10,120.0,21.25,16244589
2016-09-10,120.25,21.25,16197997
2016-09-10,120.5,21.25,16003949
2016-09-10,120.75,21.25,15746925
2016-09-10,121.0,21.25,15530861
2016-09-10,121.25,21.25,15363949
2016-09-10,121.5,21.25,15271789
2016-09-10,121.75,21.25,15203181
2016-09-10,122.0,21.25,15146349
2016-09-10,122.25,21.25,15124333
2016-09-10,122.5,21.25,15157613
2016-09-10,122.75,21.25,15222637
2016-09-10,123.0,21.25,15312749
2016-09-10,119.0,21.0,16085869
2016-09-10,119.25,21.0,16102253
2016-09-10,119.5,21.0,16042349
2016-09-10,119.75,21.0,16053613
2016-09-10,120.0,21.0,16024429
2016-09-10,120.25,21.0,15948653
2016-09-10,120.5,21.0,15788397
2016-09-10,120.75,21.0,15620973
2016-09-10,121.0,21.0,15443821
2016-09-10,121.25,21.0,15367533
2016-09-10,121.5,21.0,15308653
2016-09-10,121.75,21.0,15255405
2016-09-10,122.0,21.0,15181165
2016-09-10,122.25,21.0,15139181
2016-09-10,122.5,21.0,15124845
2016-09-10,122.75,21.0,15172973
2016-09-10,123.0,21.0,15208813
2016-10-10,119.0,26.0,8878591
2016-10-10,119.25,26.0,9148927
2016-10-10,119.5,26.0,9789439
2016-10-10,119.75,26.0,10683903
2016-10-10,120.0,26.0,11706367
2016-10-10,120.25,26.0,12273151
2016-10-10,120.5,26.0,12692479
2016-10-10,120.75,26.0,13001727
2016-10-10,121.0,26.0,13221887
2016-10-10,121.25,26.0,13362175
2016-10-10,121.5,26.0,13412351
2016-10-10,121.75,26.0,13296127
2016-10-10,122.0,26.0,13163007
2016-10-10,122.25,26.0,13056511
2016-10-10,122.5,26.0,13006847
2016-10-10,122.75,26.0,13015039
2016-10-10,123.0,26.0,13064703
2016-10-10,119.0,25.75,9402367
2016-10-10,119.25,25.75,9709055
2016-10-10,119.5,25.75,10324991
2016-10-10,119.75,25.75,11141119
2016-10-10,120.0,25.75,12116479
2016-10-10,120.25,25.75,12702719
2016-10-10,120.5,25.75,13133823
2016-10-10,120.75,25.75,13422079
2016-10-10,121.0,25.75,13596159
2016-10-10,121.25,25.75,13631999
2016-10-10,121.5,25.75,13598719
2016-10-10,121.75,25.75,13465087
2016-10-10,122.0,25.75,13326335
2016-10-10,122.25,25.75,13229567
2016-10-10,122.5,25.75,13203455
2016-10-10,122.75,25.75,13234175
2016-10-10,123.0,25.75,13314559
2016-10-10,119.0,25.5,10150911
2016-10-10,119.25,25.5,10400255
2016-10-10,119.5,25.5,10966015
2016-10-10,119.75,25.5,11816447
2016-10-10,120.0,25.5,12696063
2016-10-10,120.25,25.5,13266431
2016-10-10,120.5,25.5,13648383
2016-10-10,120.75,25.5,13853183
2016-10-10,121.0,25.5,13712383
2016-10-10,121.25,25.5,13559295
2016-10-10,121.5,25.5,13268991
2016-10-10,121.75,25.5,13279231
2016-10-10,122.0,25.5,13270527
2016-10-10,122.25,25.5,13375487
2016-10-10,122.5,25.5,13407743
2016-10-10,122.75,25.5,13503999
2016-10-10,123.0,25.5,13610495
2016-10-10,119.0,25.25,10953215
2016-10-10,119.25,25.25,11249151
2016-10-10,119.5,25.25,11886079
2016-10-10,119.75,25.25,12686847
2016-10-10,120.0,25.25,13385727
2016-10-10,120.25,25.25,13880319
2016-10-10,120.5,25.25,14209023
2016-10-10,120.75,25.25,14065663
2016-10-10,121.0,25.25,13861887
2016-10-10,121.25,25.25,13141503
2016-10-10,121.5,25.25,12712447
2016-10-10,121.75,25.25,12814335
2016-10-10,122.0,25.25,13234687
2016-10-10,122.25,25.25,13384191
2016-10-10,122.5,25.25,13659647
2016-10-10,122.75,25.25,13787647
2016-10-10,123.0,25.25,13936639
2016-10-10,119.0,25.0,11740159
2016-10-10,119.25,25.0,12233215
2016-10-10,119.5,25.0,12871679
2016-10-10,119.75,25.0,13472255
2016-10-10,120.0,25.0,14060031
2016-10-10,120.25,25.0,14451711
2016-10-10,120.5,25.0,14541311
2016-10-10,120.75,25.0,14385663
2016-10-10,121.0,25.0,13691903
2016-10-10,121.25,25.0,12954111
2016-10-10,121.5,25.0,12233727
2016-10-10,121.75,25.0,12524543
2016-10-10,122.0,25.0,12991999
2016-10-10,122.25,25.0,13562367
2016-10-10,122.5,25.0,13847039
2016-10-10,122.75,25.0,14092287
2016-10-10,123.0,25.0,14277119
2016-10-10,119.0,24.75,12539391
2016-10-10,119.25,24.75,13033983
2016-10-10,119.5,24.75,13565439
2016-10-10,119.75,24.75,14145535
2016-10-10,120.0,24.75,14596095
2016-10-10,120.25,24.75,14723583
2016-10-10,120.5,24.75,14751743
2016-10-10,120.75,24.75,14394367
2016-10-10,121.0,24.75,13699583
2016-10-10,121.25,24.75,13004287
2016-10-10,121.5,24.75,12297727
2016-10-10,121.75,24.75,12609023
2016-10-10,122.0,24.75,13066239
2016-10-10,122.25,24.75,13638143
2016-10-10,122.5,24.75,14071295
2016-10-10,122.75,24.75,14343679
2016-10-10,123.0,24.75,14615039
2016-10-10,119.0,24.5,13194751
2016-10-10,119.25,24.5,13550591
2016-10-10,119.5,24.5,14075903
2016-10-10,119.75,24.5,14575615
2016-10-10,120.0,24.5,14964223
2016-10-10,120.25,24.5,14875647
2016-10-10,120.5,24.5,14518783
2016-10-10,120.75,24.5,14179839
2016-10-10,121.0,24.5,13828095
2016-10-10,121.25,24.5,13156351
2016-10-10,121.5,24.5,12892671
2016-10-10,121.75,24.5,13011967
2016-10-10,122.0,24.5,13412863
2016-10-10,122.25,24.5,13758463
2016-10-10,122.5,24.5,14188543
2016-10-10,122.75,24.5,14603775
2016-10-10,123.0,24.5,14942719
2016-10-10,119.0,24.25,13728255
2016-10-10,119.25,24.25,14061055
2016-10-10,119.5,24.25,14456319
2016-10-10,119.75,24.25,14935039
2016-10-10,120.0,24.25,15200767
2016-10-10,120.25,24.25,14745599
2016-10-10,120.5,24.25,14323199
2016-10-10,120.75,24.25,13869567
2016-10-10,121.0,24.25,13523455
2016-10-10,121.25,24.25,13427711
2016-10-10,121.5,24.25,13455359
2016-10-10,121.75,24.25,13445631
2016-10-10,122.0,24.25,13636095
2016-10-10,122.25,24.25,13960703
2016-10-10,122.5,24.25,14389759
2016-10-10,122.75,24.25,14841855
2016-10-10,123.0,24.25,15262207
2016-10-10,119.0,24.0,14188031
2016-10-10,119.25,24.0,14539775
2016-10-10,119.5,24.0,14900735
2016-10-10,119.75,24.0,15172607
2016-10-10,120.0,24.0,15297535
2016-10-10,120.25,24.0,14611455
2016-10-10,120.5,24.0,14031871
2016-10-10,120.75,24.0,13515263
2016-10-10,121.0,24.0,13204479
2016-10-10,121.25,24.0,13274623
2016-10-10,121.5,24.0,13611519
2016-10-10,121.75,24.0,13634559
2016-10-10,122.0,24.0,13830143
2016-10-10,122.25,24.0,14209535
2016-10-10,122.5,24.0,14654463
2016-10-10,122.75,24.0,15136255
2016-10-10,123.0,24.0,15571455
2016-10-10,119.0,23.75,14590975
2016-10-10,119.25,23.75,14992383
2016-10-10,119.5,23.75,15277567
2016-10-10,119.75,23.75,15394815
2016-10-10,120.0,23.75,15276031
2016-10-10,120.25,23.75,14547967
2016-10-10,120.5,23.75,13697535
2016-10-10,120.75,23.75,12984831
2016-10-10,121.0,23.75,12677631
2016-10-10,121.25,23.75,12879359
2016-10-10,121.5,23.75,13317631
2016-10-10,121.75,23.75,13591551
2016-10-10,122.0,23.75,13995007
2016-10-10,122.25,23.75,14474751
2016-10-10,122.5,23.75,14975487
2016-10-10,122.75,23.75,15456767
2016-10-10,123.0,23.75,15868415
2016-10-10,119.0,23.5,14866943
2016-10-10,119.25,23.5,15301631
2016-10-10,119.5,23.5,15514111
2016-10-10,119.75,23.5,15500287
2016-10-10,120.0,23.5,15157247
2016-10-10,120.25,23.5,14456831
2016-10-10,120.5,23.5,13485567
2016-10-10,120.75,23.5,12694527
2016-10-10,121.0,23.5,12419071
2016-10-10,121.25,23.5,12703231
2016-10-10,121.5,23.5,13075967
2016-10-10,121.75,23.5,13582847
2016-10-10,122.0,23.5,14169087
2016-10-10,122.25,23.5,14716927
2016-10-10,122.5,23.5,15258111
2016-10-10,122.75,23.5,15742975
2016-10-10,123.0,23.5,16152063
2016-10-10,119.0,23.25,14986751
2016-10-10,119.25,23.25,15412223
2016-10-10,119.5,23.25,15605759
2016-10-10,119.75,23.25,15419391
2016-10-10,120.0,23.25,14967807
2016-10-10,120.25,23.25,14385663
2016-10-10,120.5,23.25,13596671
2016-10-10,120.75,23.25,12885503
2016-10-10,121.0,23.25,12742143
2016-10-10,121.25,23.25,13044735
2016-10-10,121.5,23.25,13296127
2016-10-10,121.75,23.25,13798399
2016-10-10,122.0,23.25,14351359
2016-10-10,122.25,23.25,14885887
2016-10-10,122.5,23.25,15425535
2016-10-10,122.75,23.25,15972863
2016-10-10,123.0,23.25,16437759
2016-10-10,119.0,23.0,15005695
2016-10-10,119.25,23.0,15424511
2016-10-10,119.5,23.0,15538687
2016-10-10,119.75,23.0,15330303
2016-10-10,120.0,23.0,14801407
2016-10-10,120.25,23.0,14405631
2016-10-10,120.5,23.0,13777919
2016-10-10,120.75,23.0,13416447
2016-10-10,121.0,23.0,13297151
2016-10-10,121.25,23.0,13423103
2016-10-10,121.5,23.0,13663231
2016-10-10,121.75,23.0,14099967
2016-10-10,122.0,23.0,14522367
2016-10-10,122.25,23.0,15047679
2016-10-10,122.5,23.0,15581695
2016-10-10,122.75,23.0,16148479
2016-10-10,123.0,23.0,16693247
2016-10-10,119.0,22.75,15074815
2016-10-10,119.25,22.75,15383551
2016-10-10,119.5,22.75,15462911
2016-10-10,119.75,22.75,15262719
2016-10-10,120.0,22.75,14824447
2016-10-10,120.25,22.75,14559743
2016-10-10,120.5,22.75,14331903
2016-10-10,120.75,22.75,14005247
2016-10-10,121.0,22.75,13761535
2016-10-10,121.25,22.75,13813759
2016-10-10,121.5,22.75,14019071
2016-10-10,121.75,22.75,14337023
2016-10-10,122.0,22.75,14733823
2016-10-10,122.25,22.75,15195647
2016-10-10,122.5,22.75,15733759
2016-10-10,122.75,22.75,16333311
2016-10-10,123.0,22.75,16885248
2016-10-10,119.0,22.5,15100927
2016-10-10,119.25,22.5,15266815
2016-10-10,119.5,22.5,15372799
2016-10-10,119.75,22.5,15331839
2016-10-10,120.0,22.5,15041023
2016-10-10,120.25,22.5,14855167
2016-10-10,120.5,22.5,14701567
2016-10-10,120.75,22.5,14488063
2016-10-10,121.0,22.5,14330367
2016-10-10,121.25,22.5,14249471
2016-10-10,121.5,22.5,14311423
2016-10-10,121.75,22.5,14531583
2016-10-10,122.0,22.5,14908927
2016-10-10,122.25,22.5,15378943
2016-10-10,122.5,22.5,15922175
2016-10-10,122.75,22.5,16479743
2016-10-10,123.0,22.5,17018368
2016-10-10,119.0,22.25,15077375
2016-10-10,119.25,22.25,15240703
2016-10-10,119.5,22.25,15341567
2016-10-10,119.75,22.25,15340543
2016-10-10,120.0,22.25,15316991
2016-10-10,120.25,22.25,15246847
2016-10-10,120.5,22.25,15083519
2016-10-10,120.75,22.25,14940671
2016-10-10,121.0,22.25,14788607
2016-10-10,121.25,22.25,14595071
2016-10-10,121.5,22.25,14570495
2016-10-10,121.75,22.25,14709247
2016-10-10,122.0,22.25,15068159
2016-10-10,122.25,22.25,15544831
2016-10-10,122.5,22.25,16054783
2016-10-10,122.75,22.25,16608255
2016-10-10,123.0,22.25,17088000
2016-10-10,119.0,22.0,15172607
2016-10-10,119.25,22.0,15217663
2016-10-10,119.5,22.0,15299071
2016-10-10,119.75,22.0,15375359
2016-10-10,120.0,22.0,15476223
2016-10-10,120.25,22.0,15495679
2016-10-10,120.5,22.0,15391231
2016-10-10,120.75,22.0,15226879
2016-10-10,121.0,22.0,15079935
2016-10-10,121.25,22.0,14894079
2016-10-10,121.5,22.0,14801407
2016-10-10,121.75,22.0,14893055
2016-10-10,122.0,22.0,15246335
2016-10-10,122.25,22.0,15666175
2016-10-10,122.5,22.0,16167935
2016-10-10,122.75,22.0,16624127
2016-10-10,123.0,22.0,17076736
2016-10-10,119.0,21.75,15313407
2016-10-10,119.25,21.75,15337471
2016-10-10,119.5,21.75,15344639
2016-10-10,119.75,21.75,15384063
2016-10-10,120.0,21.75,15409151
2016-10-10,120.25,21.75,15391231
2016-10-10,120.5,21.75,15307263
2016-10-10,120.75,21.75,15217663
2016-10-10,121.0,21.75,15110143
2016-10-10,121.25,21.75,15047679
2016-10-10,121.5,21.75,15012351
2016-10-10,121.75,21.75,15119871
2016-10-10,122.0,21.75,15394303
2016-10-10,122.25,21.75,15767039
2016-10-10,122.5,21.75,16150527
2016-10-10,122.75,21.75,16567295
2016-10-10,123.0,21.75,16968704
2016-10-10,119.0,21.5,15476735
2016-10-10,119.25,21.5,15470591
2016-10-10,119.5,21.5,15435263
2016-10-10,119.75,21.5,15376895
2016-10-10,120.0,21.5,15301119
2016-10-10,120.25,21.5,15223807
2016-10-10,120.5,21.5,15159295
2016-10-10,120.75,21.5,15117823
2016-10-10,121.0,21.5,15107583
2016-10-10,121.25,21.5,15137791
2016-10-10,121.5,21.5,15212543
2016-10-10,121.75,21.5,15348735
2016-10-10,122.0,21.5,15550975
2016-10-10,122.25,21.5,15806975
2016-10-10,122.5,21.5,16114175
2016-10-10,122.75,21.5,16462847
2016-10-10,123.0,21.5,16831488
2016-10-10,119.0,21.25,15636479
2016-10-10,119.25,21.25,15584255
2016-10-10,119.5,21.25,15512063
2016-10-10,119.75,21.25,15409663
2016-10-10,120.0,21.25,15308287
2016-10-10,120.25,21.25,15227391
2016-10-10,120.5,21.25,15193087
2016-10-10,120.75,21.25,15183359
2016-10-10,121.0,21.25,15222783
2016-10-10,121.25,21.25,15288831
2016-10-10,121.5,21.25,15396863
2016-10-10,121.75,21.25,15512063
2016-10-10,122.0,21.25,15635455
2016-10-10,122.25,21.25,15788031
2016-10-10,122.5,21.25,16050687
2016-10-10,122.75,21.25,16386559
2016-10-10,123.0,21.25,16762879
2016-10-10,119.0,21.0,15779839
2016-10-10,119.25,21.0,15704063
2016-10-10,119.5,21.0,15582719
2016-10-10,119.75,21.0,15475199
2016-10-10,120.0,21.0,15397887
2016-10-10,120.25,21.0,15353855
2016-10-10,120.5,21.0,15339007
2016-10-10,120.75,21.0,15369215
2016-10-10,121.0,21.0,15415295
2016-10-10,121.25,21.0,15484927
2016-10-10,121.5,21.0,15574527
2016-10-10,121.75,21.0,15640063
2016-10-10,122.0,21.0,15657983
2016-10-10,122.25,21.0,15773695
2016-10-10,122.5,21.0,15986175
2016-10-10,122.75,21.0,16327679
2016-10-10,123.0,21.0,16747007
2016-11-10,119.0,26.0,8598528
2016-11-10,119.25,26.0,8615936
2016-11-10,119.5,26.0,8710144
2016-11-10,119.75,26.0,8833024
2016-11-10,120.0,26.0,9027584
2016-11-10,120.25,26.0,8997888
2016-11-10,120.5,26.0,8927232
2016-11-10,120.75,26.0,8887296
2016-11-10,121.0,26.0,8918016
2016-11-10,121.25,26.0,9006080
2016-11-10,121.5,26.0,9103360
2016-11-10,121.75,26.0,9124864
2016-11-10,122.0,26.0,9157632
2016-11-10,122.25,26.0,9205760
2016-11-10,122.5,26.0,9271296
2016-11-10,122.75,26.0,9354240
2016-11-10,123.0,26.0,9454592
2016-11-10,119.0,25.75,8999936
2016-11-10,119.25,25.75,8951808
2016-11-10,119.5,25.75,8895488
2016-11-10,119.75,25.75,8880128
2016-11-10,120.0,25.75,8984576
2016-11-10,120.25,25.75,9052160
2016-11-10,120.5,25.75,9073664
2016-11-10,120.75,25.75,9126912
2016-11-10,121.0,25.75,9175040
2016-11-10,121.25,25.75,9224192
2016-11-10,121.5,25.75,9277440
2016-11-10,121.75,25.75,9304064
2016-11-10,122.0,25.75,9336832
2016-11-10,122.25,25.75,9372672
2016-11-10,122.5,25.75,9404416
2016-11-10,122.75,25.75,9454592
2016-11-10,123.0,25.75,9513984
2016-11-10,119.0,25.5,9528320
2016-11-10,119.25,25.5,9271296
2016-11-10,119.5,25.5,9156608
2016-11-10,119.75,25.5,9210880
2016-11-10,120.0,25.5,9316352
2016-11-10,120.25,25.5,9505792
2016-11-10,120.5,25.5,9698304
2016-11-10,120.75,25.5,9733120
2016-11-10,121.0,25.5,9600000
2016-11-10,121.25,25.5,9492480
2016-11-10,121.5,25.5,9280512
2016-11-10,121.75,25.5,9280512
2016-11-10,122.0,25.5,9334784
2016-11-10,122.25,25.5,9408512
2016-11-10,122.5,25.5,9455616
2016-11-10,122.75,25.5,9521152
2016-11-10,123.0,25.5,9601024
2016-11-10,119.0,25.25,9909248
2016-11-10,119.25,25.25,9688064
2016-11-10,119.5,25.25,9694208
2016-11-10,119.75,25.25,9775104
2016-11-10,120.0,25.25,9948160
2016-11-10,120.25,25.25,10317824
2016-11-10,120.5,25.25,10543104
2016-11-10,120.75,25.25,10491904
2016-11-10,121.0,25.25,10320896
2016-11-10,121.25,25.25,9655296
2016-11-10,121.5,25.25,9235456
2016-11-10,121.75,25.25,9149440
2016-11-10,122.0,25.25,9236480
2016-11-10,122.25,25.25,9324544
2016-11-10,122.5,25.25,9467904
2016-11-10,122.75,25.25,9560064
2016-11-10,123.0,25.25,9699328
2016-11-10,119.0,25.0,10334208
2016-11-10,119.25,25.0,10225664
2016-11-10,119.5,25.0,10235904
2016-11-10,119.75,25.0,10457088
2016-11-10,120.0,25.0,10697728
2016-11-10,120.25,25.0,11127808
2016-11-10,120.5,25.0,11428864
2016-11-10,120.75,25.0,11367424
2016-11-10,121.0,25.0,10734592
2016-11-10,121.25,25.0,10015744
2016-11-10,121.5,25.0,9150464
2016-11-10,121.75,25.0,9018368
2016-11-10,122.0,25.0,9109504
2016-11-10,122.25,25.0,9296896
2016-11-10,122.5,25.0,9443328
2016-11-10,122.75,25.0,9603072
2016-11-10,123.0,25.0,9771008
2016-11-10,119.0,24.75,10679296
2016-11-10,119.25,24.75,10570752
2016-11-10,119.5,24.75,10798080
2016-11-10,119.75,24.75,11053056
2016-11-10,120.0,24.75,11388928
2016-11-10,120.25,24.75,11781120
2016-11-10,120.5,24.75,12058624
2016-11-10,120.75,24.75,11805696
2016-11-10,121.0,24.75,11171840
2016-11-10,121.25,24.75,10122240
2016-11-10,121.5,24.75,9115648
2016-11-10,121.75,24.75,9000960
2016-11-10,122.0,24.75,9143296
2016-11-10,122.25,24.75,9330688
2016-11-10,122.5,24.75,9459712
2016-11-10,122.75,24.75,9612288
2016-11-10,123.0,24.75,9760768
2016-11-10,119.0,24.5,10758144
2016-11-10,119.25,24.5,10935296
2016-11-10,119.5,24.5,11174912
2016-11-10,119.75,24.5,11596800
2016-11-10,120.0,24.5,11974656
2016-11-10,120.25,24.5,12266496
2016-11-10,120.5,24.5,12291072
2016-11-10,120.75,24.5,12037120
2016-11-10,121.0,24.5,11199488
2016-11-10,121.25,24.5,10065920
2016-11-10,121.5,24.5,9155584
2016-11-10,121.75,24.5,9082880
2016-11-10,122.0,24.5,9244672
2016-11-10,122.25,24.5,9451520
2016-11-10,122.5,24.5,9577472
2016-11-10,122.75,24.5,9598976
2016-11-10,123.0,24.5,9698304
2016-11-10,119.0,24.25,11005952
2016-11-10,119.25,24.25,11217920
2016-11-10,119.5,24.25,11636736
2016-11-10,119.75,24.25,12108800
2016-11-10,120.0,24.25,12511232
2016-11-10,120.25,24.25,12607488
2016-11-10,120.5,24.25,12573696
2016-11-10,120.75,24.25,12053504
2016-11-10,121.0,24.25,11166720
2016-11-10,121.25,24.25,10024960
2016-11-10,121.5,24.25,9175040
2016-11-10,121.75,24.25,9128960
2016-11-10,122.0,24.25,9374720
2016-11-10,122.25,24.25,9574400
2016-11-10,122.5,24.25,9682944
2016-11-10,122.75,24.25,9667584
2016-11-10,123.0,24.25,9722880
2016-11-10,119.0,24.0,11260928
2016-11-10,119.25,24.0,11701248
2016-11-10,119.5,24.0,12174336
2016-11-10,119.75,24.0,12639232
2016-11-10,120.0,24.0,13020160
2016-11-10,120.25,24.0,13014016
2016-11-10,120.5,24.0,12904448
2016-11-10,120.75,24.0,12282880
2016-11-10,121.0,24.0,11169792
2016-11-10,121.25,24.0,9984000
2016-11-10,121.5,24.0,9089024
2016-11-10,121.75,24.0,9035776
2016-11-10,122.0,24.0,9316352
2016-11-10,122.25,24.0,9614336
