name,lat,lon,date,monthly_avg_daily_output,monthly_total_output
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2016-01,1.41,43.71
S Solar Power Station,24.9681412107777,121.195915707992,2016-01,1.32,40.92
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2016-01,1.69,52.39
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2016-01,1.5,46.5
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2016-01,2.05,63.55
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2016-01,2.35,72.85000000000001
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2016-01,2.44,75.64
S Solar Power Station,24.3240137178343,120.7387058252,2016-01,2.26,70.05999999999999
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2016-01,1.43,44.33
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2016-01,2.56,79.36
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2016-01,2.5,77.5
S Solar Power Station,22.8375855805298,120.250083741324,2016-01,2.61,80.91
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2016-01,2.66,82.46000000000001
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2016-01,1.82,56.42
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2016-01,1.28,39.68
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2016-01,2.1,65.10000000000001
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2016-02,1.77,51.33
S Solar Power Station,24.9681412107777,121.195915707992,2016-02,1.55,44.95
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2016-02,1.91,55.39
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2016-02,1.81,52.49
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2016-02,2.32,67.28
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2016-02,2.47,71.63000000000001
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2016-02,2.63,76.27
S Solar Power Station,24.3240137178343,120.7387058252,2016-02,2.47,71.63000000000001
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2016-02,1.84,53.36
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2016-02,3.33,96.57000000000001
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2016-02,3.34,96.86
S Solar Power Station,22.8375855805298,120.250083741324,2016-02,2.92,84.67999999999999
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2016-02,3.65,105.85
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2016-02,2.38,69.02
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2016-02,1.75,50.75
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2016-02,2.63,76.27
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2016-03,2.15,66.64999999999999
S Solar Power Station,24.9681412107777,121.195915707992,2016-03,1.93,59.83
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2016-03,2.16,66.96000000000001
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2016-03,1.94,60.14
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2016-03,2.36,73.16
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2016-03,2.47,76.57000000000001
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2016-03,2.69,83.39
S Solar Power Station,24.3240137178343,120.7387058252,2016-03,2.65,82.14999999999999
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2016-03,1.74,53.94
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2016-03,3.24,100.44000000000001
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2016-03,3.02,93.62
S Solar Power Station,22.8375855805298,120.250083741324,2016-03,3.18,98.58
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2016-03,3.43,106.33
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2016-03,2.75,85.25
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2016-03,2.25,69.75
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2016-03,2.59,80.28999999999999
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2016-04,2.7,81.0
S Solar Power Station,24.9681412107777,121.195915707992,2016-04,2.32,69.6
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2016-04,2.8,84.0
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2016-04,2.65,79.5
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2016-04,2.93,87.9
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2016-04,2.99,89.7
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2016-04,3.18,95.4
S Solar Power Station,24.3240137178343,120.7387058252,2016-04,3.14,94.2
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2016-04,2.28,68.39999999999999
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2016-04,3.99,119.7
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2016-04,4.08,122.4
S Solar Power Station,22.8375855805298,120.250083741324,2016-04,3.97,119.10000000000001
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2016-04,3.87,116.10000000000001
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2016-04,3.45,103.5
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2016-04,2.89,86.7
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2016-04,2.53,75.89999999999999
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2016-05,3.57,110.67
S Solar Power Station,24.9681412107777,121.195915707992,2016-05,3.16,97.96000000000001
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2016-05,3.57,110.67
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2016-05,2.93,90.83
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2016-05,3.3,102.3
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2016-05,3.89,120.59
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2016-05,4.02,124.61999999999999
S Solar Power Station,24.3240137178343,120.7387058252,2016-05,3.69,114.39
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2016-05,2.8,86.8
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2016-05,4.38,135.78
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2016-05,4.45,137.95000000000002
S Solar Power Station,22.8375855805298,120.250083741324,2016-05,4.3,133.29999999999998
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2016-05,4.29,132.99
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2016-05,4.12,127.72
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2016-06,3.19,95.7
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2016-06,3.34,100.19999999999999
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2016-06,4.1,122.99999999999999
S Solar Power Station,24.9681412107777,121.195915707992,2016-06,3.75,112.5
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2016-06,3.68,110.4
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2016-06,3.21,96.3
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2016-06,3.48,104.4
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2016-06,3.89,116.7
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2016-06,4.08,122.4
S Solar Power Station,24.3240137178343,120.7387058252,2016-06,3.6,108.0
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2016-06,2.68,80.4
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2016-06,4.27,128.1
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2016-06,4.09,122.69999999999999
S Solar Power Station,22.8375855805298,120.250083741324,2016-06,3.86,115.8
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2016-06,4.22,126.6
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2016-06,4.11,123.30000000000001
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2016-06,3.27,98.1
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2016-06,3.27,98.1
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2016-07,5.02,155.61999999999998
S Solar Power Station,24.9681412107777,121.195915707992,2016-07,4.3,133.29999999999998
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2016-07,4.28,132.68
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2016-07,3.8,117.8
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2016-07,4.02,124.61999999999999
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2016-07,4.56,141.35999999999999
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2016-07,4.76,147.56
S Solar Power Station,24.3240137178343,120.7387058252,2016-07,4.14,128.34
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2016-07,2.96,91.76
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2016-07,4.39,136.09
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2016-07,4.4,136.4
S Solar Power Station,22.8375855805298,120.250083741324,2016-07,4.22,130.82
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2016-07,4.35,134.85
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2016-07,4.59,142.29
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2016-07,3.5,108.5
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2016-07,3.58,110.98
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2016-08,4.51,139.81
S Solar Power Station,24.9681412107777,121.195915707992,2016-08,3.81,118.11
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2016-08,3.72,115.32000000000001
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2016-08,2.81,87.11
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2016-08,3.34,103.53999999999999
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2016-08,4.05,125.55
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2016-08,4.18,129.57999999999998
S Solar Power Station,24.3240137178343,120.7387058252,2016-08,3.73,115.63
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2016-08,2.54,78.74
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2016-08,4.17,129.27
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2016-08,4.2,130.20000000000002
S Solar Power Station,22.8375855805298,120.250083741324,2016-08,4.02,124.61999999999999
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2016-08,3.56,110.36
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2016-08,4.0,124.0
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2016-08,2.98,92.38
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2016-08,3.43,106.33
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2016-09,3.33,99.9
S Solar Power Station,24.9681412107777,121.195915707992,2016-09,2.9,87.0
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2016-09,2.87,86.10000000000001
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2016-09,2.48,74.4
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2016-09,2.85,85.5
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2016-09,3.2,96.0
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2016-09,3.32,99.6
S Solar Power Station,24.3240137178343,120.7387058252,2016-09,3.09,92.69999999999999
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2016-09,2.19,65.7
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2016-09,3.27,98.1
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2016-09,3.35,100.5
S Solar Power Station,22.8375855805298,120.250083741324,2016-09,3.48,104.4
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2016-09,2.28,68.39999999999999
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2016-09,2.73,81.9
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2016-09,1.57,47.1
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2016-09,1.43,42.9
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2016-10,3.45,106.95
S Solar Power Station,24.9681412107777,121.195915707992,2016-10,3.14,97.34
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2016-10,3.23,100.13
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2016-10,2.75,85.25
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2016-10,3.38,104.78
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2016-10,3.69,114.39
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2016-10,3.56,110.36
S Solar Power Station,24.3240137178343,120.7387058252,2016-10,3.73,115.63
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2016-10,2.23,69.13
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2016-10,3.78,117.17999999999999
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2016-10,3.63,112.53
S Solar Power Station,22.8375855805298,120.250083741324,2016-10,3.63,112.53
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2016-10,3.56,110.36
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2016-10,2.77,85.87
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2016-10,2.23,69.13
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2016-10,2.63,81.53
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2016-11,2.7,81.0
S Solar Power Station,24.9681412107777,121.195915707992,2016-11,2.46,73.8
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2016-11,2.41,72.30000000000001
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2016-11,2.23,66.9
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2016-11,2.49,74.7
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2016-11,2.91,87.30000000000001
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2016-11,2.92,87.6
S Solar Power Station,24.3240137178343,120.7387058252,2016-11,2.97,89.10000000000001
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2016-11,1.71,51.3
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2016-11,3.07,92.1
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2016-11,3.18,95.4
S Solar Power Station,22.8375855805298,120.250083741324,2016-11,3.1,93.0
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2016-11,3.23,96.9
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2016-11,2.87,86.10000000000001
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2016-11,2.23,66.9
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2016-11,1.72,51.6
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2016-12,2.48,76.88
S Solar Power Station,24.9681412107777,121.195915707992,2016-12,2.44,75.64
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2016-12,2.47,76.57000000000001
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2016-12,2.49,77.19000000000001
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2016-12,3.07,95.17
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2016-12,2.7,83.7
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2016-12,2.95,91.45
S Solar Power Station,24.3240137178343,120.7387058252,2016-12,3.2,99.2
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2016-12,1.86,57.660000000000004
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2016-12,3.44,106.64
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2016-12,3.3,102.3
S Solar Power Station,22.8375855805298,120.250083741324,2016-12,3.3,102.3
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2016-12,3.36,104.16
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2016-12,2.56,79.36
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2016-12,2.16,66.96000000000001
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2016-12,2.81,87.11
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2017-01,2.22,68.82000000000001
S Solar Power Station,24.9681412107777,121.195915707992,2017-01,2.21,68.51
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2017-01,2.7,83.7
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2017-01,2.58,79.98
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2017-01,3.16,97.96000000000001
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2017-01,2.92,90.52
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2017-01,3.27,101.37
S Solar Power Station,24.3240137178343,120.7387058252,2017-01,3.56,110.36
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2017-01,1.94,60.14
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2017-01,3.8,117.8
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2017-01,3.72,115.32000000000001
S Solar Power Station,22.8375855805298,120.250083741324,2017-01,3.71,115.01
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2017-01,3.93,121.83
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2017-01,2.61,80.91
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2017-01,2.1,65.10000000000001
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2017-01,2.85,88.35000000000001
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2017-02,2.31,64.68
S Solar Power Station,24.9681412107777,121.195915707992,2017-02,2.25,63.0
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2017-02,2.38,66.64
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2017-02,2.11,59.08
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2017-02,2.55,71.39999999999999
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2017-02,2.39,66.92
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2017-02,2.91,81.48
S Solar Power Station,24.3240137178343,120.7387058252,2017-02,3.01,84.28
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2017-02,1.6,44.800000000000004
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2017-02,3.31,92.68
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2017-02,3.15,88.2
S Solar Power Station,22.8375855805298,120.250083741324,2017-02,3.23,90.44
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2017-02,3.32,92.96
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2017-02,2.6,72.8
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2017-02,1.76,49.28
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2017-02,3.27,91.56
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2017-03,2.39,74.09
S Solar Power Station,24.9681412107777,121.195915707992,2017-03,2.09,64.78999999999999
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2017-03,2.72,84.32000000000001
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2017-03,2.56,79.36
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2017-03,2.83,87.73
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2017-03,3.17,98.27
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2017-03,3.47,107.57000000000001
S Solar Power Station,24.3240137178343,120.7387058252,2017-03,3.24,100.44000000000001
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2017-03,2.1,65.10000000000001
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2017-03,4.09,126.78999999999999
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2017-03,4.08,126.48
S Solar Power Station,22.8375855805298,120.250083741324,2017-03,3.9,120.89999999999999
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2017-03,4.03,124.93
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2017-03,3.11,96.41
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2017-03,2.32,71.92
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2017-03,2.74,84.94000000000001
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2017-04,3.3,99.0
S Solar Power Station,24.9681412107777,121.195915707992,2017-04,3.09,92.69999999999999
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2017-04,2.94,88.2
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2017-04,2.73,81.9
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2017-04,3.01,90.3
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2017-04,3.24,97.2
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2017-04,3.63,108.89999999999999
S Solar Power Station,24.3240137178343,120.7387058252,2017-04,3.43,102.9
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2017-04,2.21,66.3
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2017-04,4.13,123.89999999999999
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2017-04,3.88,116.39999999999999
S Solar Power Station,22.8375855805298,120.250083741324,2017-04,3.89,116.7
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2017-04,4.12,123.60000000000001
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2017-04,3.91,117.30000000000001
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2017-04,2.78,83.39999999999999
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2017-04,3.42,102.6
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2017-05,3.58,110.98
S Solar Power Station,24.9681412107777,121.195915707992,2017-05,3.12,96.72
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2017-05,3.31,102.61
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2017-05,2.92,90.52
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2017-05,3.18,98.58
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2017-05,3.63,112.53
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2017-05,3.88,120.28
S Solar Power Station,24.3240137178343,120.7387058252,2017-05,3.6,111.60000000000001
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2017-05,2.2,68.2
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2017-05,4.24,131.44
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2017-05,4.23,131.13000000000002
S Solar Power Station,22.8375855805298,120.250083741324,2017-05,3.95,122.45
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2017-05,4.06,125.85999999999999
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2017-05,3.84,119.03999999999999
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2017-05,2.96,91.76
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2017-05,3.72,115.32000000000001
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2017-06,3.39,101.7
S Solar Power Station,24.9681412107777,121.195915707992,2017-06,3.05,91.5
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2017-06,2.99,89.7
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2017-06,2.54,76.2
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2017-06,2.83,84.9
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2017-06,3.45,103.5
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2017-06,3.35,100.5
S Solar Power Station,24.3240137178343,120.7387058252,2017-06,3.06,91.8
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2017-06,2.02,60.6
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2017-06,3.88,116.39999999999999
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2017-06,3.85,115.5
S Solar Power Station,22.8375855805298,120.250083741324,2017-06,3.76,112.8
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2017-06,3.87,116.10000000000001
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2017-06,3.7,111.0
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2017-06,2.74,82.2
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2017-06,2.97,89.10000000000001
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2017-07,4.7,145.70000000000002
S Solar Power Station,24.9681412107777,121.195915707992,2017-07,4.02,124.61999999999999
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2017-07,3.98,123.38
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2017-07,3.04,94.24
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2017-07,3.27,101.37
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2017-07,4.07,126.17000000000002
Taichung Longjing Solar Power Station,24.2102245769662,120.49448046919,2017-07,4.15,128.65
S Solar Power Station,24.3240137178343,120.7387058252,2017-07,3.67,113.77
Chiayi Minxiong Solar Power Station,23.5355599830273,120.425556791059,2017-07,2.23,69.13
Yongan Salt Flats Solar Power Station,22.8390146694933,120.207237920011,2017-07,4.41,136.71
Xingda Power Plant Solar Power Station,22.8533278231475,120.201913208534,2017-07,3.52,109.12
S Solar Power Station,22.8375855805298,120.250083741324,2017-07,3.81,118.11
3rd Nuclear Power Plants Solar Power Station,21.9582349300536,120.751731549009,2017-07,3.79,117.49
Penghu jianshan Solar Power Station,23.5656798008946,119.660719115703,2017-07,4.48,138.88000000000002
Penghu Qimei Solar Power Station,23.2043617054284,119.441544822015,2017-07,3.2,99.2
Kinmen Jinsha Solar Power Station,24.4914383049361,118.44936870515,2017-07,4.17,129.27
Datang Power Plant Solar Power Station,25.03079922,121.0522943,2017-08,4.5,139.5
S Solar Power Station,24.9681412107777,121.195915707992,2017-08,4.45,137.95000000000002
Central Storage and Transportation Center Solar Power Station,24.3186573666099,120.734573899549,2017-08,3.7,114.7
Dongshi Xinbogong Solar Power Station,24.1856376237957,120.836273237629,2017-08,3.18,98.58
Zhuolan Hostel Solar Power Station,24.2987001695644,120.843935497117,2017-08,3.56,110.36
Taichung Power Plant Solar Power Station,24.2150834430095,120.492476304643,2017-08,4.24,131.44
